"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Apoa2",0.231999136127641,32.7053742836789,0.710786629811577,0.502572528346,0.834511938710616,-4.61653436942701
"Apoh",0.201166845183579,31.9616297301451,0.707724802598478,0.504347126661169,0.834511938710616,-4.6167197458721
"X.59",-0.312529541860822,24.8538814612517,-0.704612745987223,0.506155070922371,0.834511938710616,-4.61690757409842
"Igh.6.1",-0.207385448762857,30.1336726033754,-0.703899611349768,0.506569965791804,0.834511938710616,-4.61695053140548
"Psmb7",0.31503990478878,26.3657819043475,0.702689155822987,0.507274709303405,0.834511938710616,-4.6170233741576
"X.84",-0.447014285335165,25.4153048820551,-0.701891867019993,0.507739253520827,0.834511938710616,-4.61707130393514
"X.54",0.319342622528936,27.107423646558,0.701333219890555,0.508064918474811,0.834511938710616,-4.61710486411626
"X.70",0.607990367406636,28.952251409686,0.697315921950123,0.510410850527111,0.834511938710616,-4.6173456294618
"Itih4.ITIH4",0.17623647722904,36.5507977940008,0.693611526216753,0.512580333783731,0.834511938710616,-4.61756675166691
"X.5",-0.266177704206299,27.2654567419658,-0.693522111288658,0.512632774028151,0.834511938710616,-4.61757207841266
"X.77",0.157095264893837,25.3041371153712,0.691494541262575,0.513822846546441,0.834511938710616,-4.61769273308865
"LOC500183",0.321166218697371,31.3047287200888,0.689364052309919,0.515075263888526,0.834511938710616,-4.61781923415797
"Fgb",0.474557001601539,32.0619152555292,0.688079383643218,0.515831420509003,0.834511938710616,-4.61789537531102
"Apoa1",-0.191048680721217,35.410285531979,-0.686605085717573,0.516700080876415,0.834511938710616,-4.61798262736095
"Serpinc1",-0.143163362164699,33.7991193606222,-0.686095380011396,0.517000621488031,0.834511938710616,-4.61801276088092
"X.22",0.429684403544535,25.7411067632089,0.675542805326968,0.523248206328065,0.834511938710616,-4.6186329156551
"X.89",-0.291497559921986,32.8316469513727,-0.670855801294115,0.526038622288664,0.834511938710616,-4.61890607713438
"Apoa4",-0.148187704260856,32.4378936899508,-0.667930253429755,0.52778517048559,0.834511938710616,-4.61907586163464
"Serping1",0.210461092644504,31.8641204265179,0.664594665136082,0.529781021157761,0.834511938710616,-4.61926876607239
"Psmb1",-0.191518053861294,27.8578752905162,-0.661443323467231,0.531671033162775,0.834511938710616,-4.61945034988274
"X.88",0.777318297884442,27.0444035554086,0.658680186190855,0.533331735599822,0.834511938710616,-4.61960903094494
"S100a4",-0.214344919950364,24.2717025896944,-0.657755536621066,0.53388820153005,0.834511938710616,-4.61966201984192
"crp.Crp",0.149649162243804,32.7034882595213,0.656239526657474,0.534801349678405,0.834511938710616,-4.61974877629827
"Ganab",-0.151661333157193,31.0607236690672,-0.65417964263904,0.536043672174612,0.834511938710616,-4.6198664145309
"Cct3",0.352814974236146,25.5953653882971,0.653854831991464,0.536239732415989,0.834511938710616,-4.61988493865738
"X.20",0.197323725862947,31.3696923604126,0.651502740095324,0.537660835339592,0.834511938710616,-4.62001887173779
"Prl3b1",-0.192689136748889,24.9860651471935,-0.649613500190171,0.538804002308969,0.834511938710616,-4.62012618383391
"Thbs1",0.51175155744048,30.1063812364517,0.648459755401949,0.539502875631319,0.834511938710616,-4.62019160206238
"Tuba1c",0.902207026480273,25.4074542749071,0.636780236588603,0.546609573409673,0.840190533433906,-4.62084883609651
"LOC367586.1",0.316721119106816,36.89550367364,0.635744244343755,0.547242744536854,0.840190533433906,-4.62090669146525
"Hps5.Saa4",0.381238058368741,27.9659010444651,0.621301011806435,0.556117215142839,0.849191802540312,-4.62170568613592
"RT1.Aw2.RT1.A2.RT1.Ak.RT1.A2b.RT1.A1b.RT1.CE10.RT1.A.n.",-0.495112798633784,27.3054631797909,-0.619519578404475,0.557217865589406,0.849191802540312,-4.6218032458092
"Lap3",-0.202232092878326,25.2163519495181,-0.604659971681006,0.566450335764757,0.860088193642811,-4.62260846264891
"Proz",-0.154796682981324,27.8288321800708,-0.597744013988124,0.570778501710342,0.863485425664363,-4.62297796118023
"Mug2",-0.197662328182496,29.3400742877058,-0.585011047765231,0.578798413367488,0.871436694474753,-4.6236493785788
"Loxl1",0.200675377442536,26.4893455627497,0.582710525536047,0.580254457580041,0.871436694474753,-4.62376945060578
"Kng1l1",-0.184334799092419,33.927481284714,-0.578752489916597,0.582764595330551,0.872035427070716,-4.6239751421999
"X.15",-0.264159129538559,30.5427318500755,-0.567836379408325,0.589720202631846,0.878504174538472,-4.62453654967859
"Tf.Srprb",0.12608740945813,37.4624476821627,0.565302189100031,0.591341793030739,0.878504174538472,-4.62466563843228
"RGD1564515",-0.124335262447651,34.7097229568029,-0.555994048560681,0.597319879322478,0.881239584985081,-4.62513573194208
"Ppib",-0.327101121505063,24.071489138694,-0.55579115940345,0.59745056609158,0.881239584985081,-4.62514590729928
"X.48",-0.371357190271695,29.2095382141977,-0.544611453287117,0.604676796257602,0.881945124829725,-4.62570186175318
"rCG_21066",-0.165494413364023,30.2510756680872,-0.543579138699588,0.605346525511398,0.881945124829725,-4.62575272663352
"X.18",-0.184072063898782,32.8054108871221,-0.542081653899606,0.606318779948356,0.881945124829725,-4.6258263694732
"Prl8a4",0.164337304868404,27.0566380811348,0.534221920355335,0.611436073415819,0.881945124829725,-4.62621012220804
"Nme2.Nme1",-0.131655449253994,25.0204181936593,-0.533598453160132,0.611843023064247,0.881945124829725,-4.62624036314712
"X.31",0.127472183647711,30.4844406671233,0.531486640659539,0.613222560164165,0.881945124829725,-4.62634257630783
"Serpinf2",-0.110211483920061,30.406707639729,-0.529670802381955,0.614410126252913,0.881945124829725,-4.62643019310217
"Hba1",-0.2907037256739,34.1138947471412,-0.528750364151541,0.615012580995063,0.881945124829725,-4.62647450970139
"Vwf",0.157980736865508,27.1266510557934,0.523833652505431,0.618236218866697,0.883500202048255,-4.62671014082159
"Gsn",-0.12671470793569,32.9019549945601,-0.512685629714566,0.625579511241441,0.890911510836949,-4.62723753168853
"LOC297568",0.18347799393111,30.3553549548514,0.500464281805061,0.633683579299763,0.895303464300881,-4.62780463651345
"Xdh",-0.158435604594629,27.6844165635877,-0.497130057961611,0.635904184696956,0.895303464300881,-4.62795732746616
"LOC360919",-0.20776063735136,26.8669796801262,-0.496417631603557,0.636379196307606,0.895303464300881,-4.62798983984886
"LOC691828",0.249536388067142,32.3575340529874,0.494785750445894,0.637467961701832,0.895303464300881,-4.6280641620823
"X.17",0.416784279834804,27.495147549261,0.491740277125419,0.639502474500629,0.895303464300881,-4.62820230344897
"Dpt",-0.117975032919926,25.7369048584511,-0.486121979056047,0.643264664962731,0.896473329985132,-4.62845522264331
"Prl8a5",0.127549877543011,28.4378112447699,0.484013754455574,0.644679368052262,0.896473329985132,-4.62854948254603
"Gpld1",-0.104253627444493,28.3922151142632,-0.474779594470178,0.650894801714814,0.900204687319466,-4.62895817080359
"Ppbp",-0.200038920474455,27.7984348149715,-0.470716552252891,0.653639301459178,0.900204687319466,-4.62913582988791
"Slc44a2",0.234022207018,25.6465016419888,0.468815000419321,0.654925781623674,0.900204687319466,-4.62921852002514
"Ahsg",-0.112068047299658,34.1517073776178,-0.467108518401151,0.656081382283679,0.900204687319466,-4.62929247910217
"IgG.2a",-0.403306339246125,26.1095598809302,-0.463535533669372,0.658504285196422,0.900537317172591,-4.62944657014289
"Angpt1",0.252042934680738,25.5158088443559,0.454579320523932,0.664597366963539,0.904529998579412,-4.62982826772483
"Itgb3",-0.163621207785091,27.2588174242755,-0.451515595729192,0.666688097104464,0.904529998579412,-4.62995733677586
"X.55",0.305255216466644,25.1189109220186,0.449603904893966,0.667994308878258,0.904529998579412,-4.63003748345327
"Rbp4",-0.161781925997662,29.3459765187412,-0.44220790638091,0.673059652044843,0.905170191136744,-4.63034472943124
"X.24",0.300617845305872,32.1183832020937,0.440574679308347,0.6741807313895,0.905170191136744,-4.63041196969283
"Cfp",0.110444547262237,30.6636184657903,0.437028875944732,0.676617758929513,0.905170191136744,-4.63055719184514
"Tgfbi",-0.15648266849929,25.5065974676618,-0.433763794292399,0.67886560499701,0.905170191136744,-4.63068999520143
"Clec11a",-0.148833715354623,24.1322857582523,-0.430491986676755,0.681121675836717,0.905170191136744,-4.63082218340271
"Pcsk9",-0.137257939865766,27.6305215682195,-0.4297739703399,0.681617262575127,0.905170191136744,-4.6308510735621
"C5",0.0906269946235483,33.909724458914,0.421438595565886,0.687383017500229,0.906122120701808,-4.63118330399626
"Psmb10",-0.113153620711291,25.7982077824796,-0.419842475238038,0.688489705918755,0.906122120701808,-4.63124625792607
"Serpind1",-0.147605978414465,30.2459547693638,-0.419227842337322,0.688916091768445,0.906122120701808,-4.63127044310093
"Serpina1",-0.112582169732896,35.3530958323284,-0.411103202394764,0.694563936327167,0.907090162745338,-4.63158714860175
"Cpn2",-0.117966859389725,31.1885681063473,-0.409715917956635,0.695530446897811,0.907090162745338,-4.631640668871
"Plg",0.0899865132627298,34.7221416942699,0.408696421512541,0.696241117651991,0.907090162745338,-4.63167989628336
"X.71",0.433763415518243,26.8387392984928,0.403008876097136,0.700211907449622,0.908776296765441,-4.63189711866376
"Thbs1.1",-0.113822703061317,34.5028155201754,-0.397360942487752,0.704165224921285,0.908776296765441,-4.63211010302965
"A1i3",0.0877003121672359,37.5069400316047,0.39506199478967,0.705777272809344,0.908776296765441,-4.63219601636966
"Psap",0.114068697809,28.4854090514238,0.394264282563444,0.706337024846747,0.908776296765441,-4.63222572171954
"Rab27b",-0.19764008250279,24.2238569452112,-0.386148029656249,0.712043432024954,0.908820734127277,-4.63252485098861
"X.53",-0.144430583254263,27.9281260177105,-0.385530046847669,0.71247876051057,0.908820734127277,-4.63254739490509
"X.37",-0.24145506534969,29.4833032216218,-0.379504242243754,0.7167296752024,0.908820734127277,-4.63276548695719
"X.66",0.107816064417211,31.1061112476325,0.37903981618618,0.717057764634482,0.908820734127277,-4.63278216558715
"Serpina10",-0.101457447561717,29.5666742794842,-0.378591924240537,0.717374235654945,0.908820734127277,-4.63279823273861
"Pigr",0.0852094871150442,27.3027097747574,0.353002606923556,0.735554242318253,0.929002758646601,-4.63368715639446
"Cd5l",-0.112342741209723,33.5866645179625,-0.34477408718146,0.741440585365796,0.931788978815787,-4.63396077779033
"Igh.6",-0.0944214715250027,36.9415538064282,-0.342339421946715,0.743185906295763,0.931788978815787,-4.63404058795324
"X.40",-0.215744319570994,26.5433377791132,-0.327408910469742,0.75392485698508,0.931788978815787,-4.63451848140418
"LOC366772",0.0895911116441752,32.3343166194141,0.327274612740495,0.754021727741098,0.931788978815787,-4.63452268960826
"X.19",-0.337632131854562,26.1417480529343,-0.32706535729106,0.754172676170518,0.931788978815787,-4.63452924338257
"Nid1",-0.140410454339829,25.463099417134,-0.322748211585798,0.757289506739118,0.931788978815787,-4.63466357773312
"X.27",-0.150485495153887,30.1954045737343,-0.32154013353955,0.758162586639432,0.931788978815787,-4.63470086913582
"LOC100361052",-0.104793410885023,30.4936942485894,-0.317946473830622,0.760762010404752,0.931788978815787,-4.6348110233125
"X.50",-0.219878696999654,26.6678501376162,-0.31425728490021,0.763434057603866,0.931788978815787,-4.63492289502677
"Ighg",0.195461184643971,27.7632874736429,0.310937826561397,0.765841334338668,0.931788978815787,-4.6350225044779
"X.34",-0.0907246949243579,26.3344012485763,-0.304024301824672,0.770864107438424,0.931788978815787,-4.63522676082424
"Clu",-0.0638392512446231,32.1786992374129,-0.30335390733119,0.771351803947567,0.931788978815787,-4.63524633661014
"Vtn",-0.0633856212903936,31.8266779285568,-0.302048504172191,0.772301779295087,0.931788978815787,-4.635284337695
"X.90",0.125133781380875,31.009521468725,0.299769810383171,0.773961067181071,0.931788978815787,-4.63535030043817
"Gpx3",0.0653460511758084,35.0480260793323,0.297802865569616,0.77539438872044,0.931788978815787,-4.63540685861328
"Ighv7.1.1",-0.0892205352768194,31.7335461292624,-0.292232424140067,0.779458780924821,0.931788978815787,-4.63556511801784
"Alb",0.0609354325208784,38.9790610533743,0.290694248849884,0.78058242696702,0.931788978815787,-4.63560831894748
"LOC100364175",-0.0907350911857634,26.9282197045116,-0.289545895336725,0.781421680514147,0.931788978815787,-4.63564043026615
"X.80",0.14088857781044,26.8225999205063,0.287631581277283,0.782821431154831,0.931788978815787,-4.63569369163102
"Man2b1",-0.190775486905128,27.9789414953353,-0.287547086842896,0.782883234017138,0.931788978815787,-4.63569603475611
"Hbb",-0.178534901765865,33.4664773683738,-0.282553989949875,0.786538432362842,0.932418414592231,-4.63583333598821
"Afp",0.0680324142699789,30.2932222792386,0.278733485876099,0.789339224547279,0.932418414592231,-4.63593684608347
"Fetub",0.111039558220668,32.7120098952789,0.27758056556262,0.79018509711206,0.932418414592231,-4.63596781863358
"C8a",0.0668007940947035,32.2258809010598,0.268595864419934,0.796787501860827,0.93749273352855,-4.63620498595111
"Fn1",0.0594999484876411,36.9024127648877,0.265556305512735,0.799025283782203,0.93749273352855,-4.63628353091179
"Amy1a",0.0860502846240685,28.6591186954022,0.247854427681742,0.812098191462027,0.945377999060097,-4.63672390734677
"LOC680329",0.0758325426620061,30.4222462896325,0.247280395922582,0.812523243321765,0.945377999060097,-4.63673769877172
"X.8",-0.123780232333885,28.8284017444415,-0.247159124080122,0.81261305003955,0.945377999060097,-4.63674060845229
"X.28",0.183781703074743,25.6296684249916,0.238019069078732,0.819390418528824,0.950584951832596,-4.63695594366244
"X.58",-0.0806329547857842,35.8497938562055,-0.227535751782513,0.827184645371768,0.956939099547731,-4.63719326763145
"Psma3",0.134956000881211,26.37389846131,0.2148220998596,0.836665707293534,0.965203734950362,-4.63746717342183
"Igj",0.0638298697965851,32.7452819273159,0.194842695541433,0.851624731644135,0.969300903344089,-4.63786663024402
"Cp",0.0390921432945817,36.061316470397,0.19126758543082,0.854308770484212,0.969300903344089,-4.63793409613263
"F2",0.039277022556945,33.3202190277484,0.184148172630524,0.859659979294863,0.969300903344089,-4.63806480501274
"Cfb",0.0377312421841793,32.5504897398596,0.179952023292154,0.862817764425403,0.969300903344089,-4.6381395694263
"Hgfac",-0.0405554796642953,28.6970135085196,-0.178179299339759,0.864152645797176,0.969300903344089,-4.63817064706037
"Klkb1",-0.0403833093658967,29.2806658564727,-0.17617921160525,0.865659317888848,0.969300903344089,-4.63820534824777
"Dnpep",-0.0600014722484588,27.0697927648805,-0.173063969698615,0.868007255401053,0.969300903344089,-4.63825863137181
"Itga6",0.0713133013931753,25.4545574546176,0.170778276626021,0.869730897076932,0.969300903344089,-4.63829713216924
"Pltp",0.0447336913618699,27.3792372362628,0.165584089840807,0.873650703455308,0.969300903344089,-4.63838275376406
"Timp3",-0.105330553408852,26.1732079117352,-0.163394080587508,0.87530457196066,0.969300903344089,-4.63841807475584
"C8g",0.0392383769335716,31.6365410581156,0.162655687974006,0.875862351451609,0.969300903344089,-4.63842987943048
"Psma1",-0.0542119101291512,27.5245601034877,-0.161770386944524,0.876531206927283,0.969300903344089,-4.63844396336727
"X.11",-0.133615732318663,27.1849924534078,-0.16001221872778,0.877859850986627,0.969300903344089,-4.63847170909873
"RGD1310507",-0.0399889260246908,33.7242420615293,-0.159421681985742,0.878306215339119,0.969300903344089,-4.63848096141586
"Mug1",0.0339900718860093,35.0696068886314,0.157008102891997,0.8801310504173,0.969300903344089,-4.63851842625162
"X.96",-0.0698818963114007,33.8186915166097,-0.156467589228106,0.880539826430652,0.969300903344089,-4.6385267392289
"X.97",0.053485449506546,30.7181430504148,0.155335029522301,0.881396480199005,0.969300903344089,-4.63854406613943
"X.46",0.104764611076238,27.3985437920957,0.153925586255098,0.882462807887112,0.969300903344089,-4.63856545581299
"Itih2",0.029882314275639,32.9848752573187,0.147820477870107,0.887084737765469,0.969975005052813,-4.63865588656631
"Dnm2.Dnm3",0.139708861941205,26.3781295711535,0.146910933988943,0.887773733438168,0.969975005052813,-4.63866905000842
"Ttr",-0.0381561056212902,32.2178184340782,-0.139140876467221,0.893663956392161,0.973269060046549,-4.63877823212858
"LOC100361705",0.078259773455013,26.7686879845866,0.13671850541425,0.895501798590045,0.973269060046549,-4.63881107192461
"Cfh.1",-0.0450304624966904,29.0318095987746,-0.131354793917189,0.899573706769547,0.975128453794811,-4.6388817572143
"Hpx",0.027794269290041,35.0327253617561,0.123654012824767,0.905425583865979,0.978902529153532,-4.63897834518483
"X.61",-0.0974491061108935,25.2455796077432,-0.119463494833323,0.908612718905095,0.979783427957714,-4.63902847690432
"Lum",0.0326820954418139,26.6840300262303,0.106085450795454,0.918799537971133,0.9853317346534,-4.63917704543921
"Psma2",-0.0427939786399918,27.205208835309,-0.103379199854224,0.920862335607111,0.9853317346534,-4.6392049713515
"sap.Apcs",-0.0278826375152654,31.2585292536223,-0.098082136062293,0.924901855523583,0.9853317346534,-4.63925755645199
"Afm",-0.0222173450707288,32.6065112704281,-0.0952845690929956,0.927036256835159,0.9853317346534,-4.63928421911512
"F11",0.0270571947357361,25.4250164334546,0.0944559039387082,0.927668613391073,0.9853317346534,-4.63929196955264
"X.49",0.0638080779922028,28.1645978975884,0.0939263496736203,0.92807274765175,0.9853317346534,-4.63929688716725
"Ighg.1",-0.058848965391757,25.0783763281926,-0.082782441221048,0.936582516421505,0.991442360153686,-4.63939399081682
"Cpb2",-0.0169396408462177,28.9264743264831,-0.0719797118336814,0.944840437411098,0.991442360153686,-4.63947647623724
"Lcat",0.0402341768397427,25.0262616867457,0.0701040168617721,0.946275061747122,0.991442360153686,-4.63948962887275
"Slc44a1",-0.0396771637827946,25.7107938816207,-0.0684293898127517,0.947556084025684,0.991442360153686,-4.63950107903346
"X.16",0.0170424857543381,29.9261470436658,0.0644785818580371,0.950578958852207,0.991442360153686,-4.63952699847525
"Hp",0.0170938275950476,34.4841909965923,0.0620984150443677,0.95240052547198,0.991442360153686,-4.63954187170062
"LOC100910259.Ces2a.LOC679149.Ces2e.Ces2g.Ces2c.LOC100365112",-0.0215004121186908,25.5360918905052,-0.0612306188309625,0.953064737162596,0.991442360153686,-4.63954715557978
"Gp5",-0.0174783159747953,25.1816836747404,-0.0604594860978479,0.953654996869183,0.991442360153686,-4.63955178863414
"Cfb.C2",-0.0121597609830992,27.9611691667555,-0.0581361710180784,0.955433557726796,0.991442360153686,-4.63956539318329
"Tpm4",-0.0307756810145534,27.5290533383035,-0.0510659534182224,0.960847665907839,0.993798973332515,-4.63960352082559
"X.87",0.0202823277195705,27.7626664051575,0.0464124626358691,0.964412389570766,0.993798973332515,-4.63962592577331
"A2m",-0.0140117104617872,36.8960303139426,-0.0424285149445372,0.967464933349335,0.993798973332515,-4.63964340960557
"X.29",0.0105462019609455,31.8896910040419,0.0397863024084183,0.969489758124462,0.993798973332515,-4.63965414121977
"Ghr",0.0171397783004785,27.1895896042161,0.034743475000595,0.973354932833626,0.993798973332515,-4.63967271028784
"Prl8a3",-0.0119601248021972,25.4263090342934,-0.0332034334091467,0.974535489696222,0.993798973332515,-4.63967788063739
"Fgl1",0.0140019894548047,29.6206616815271,0.0324805088650346,0.97508968963969,0.993798973332515,-4.6396802269179
"Igfals",-0.00614220549782374,30.1696000703653,-0.0251720700419151,0.980693188433443,0.993798973332515,-4.63970104793394
"Ambp",-0.00602668942152462,31.9526763580659,-0.0223423166417449,0.982863145950382,0.993798973332515,-4.63970769253345
"Gc",0.00451480468240817,34.34600604967,0.0223055347986073,0.982891352690963,0.993798973332515,-4.63970777369271
"X.67",0.00799059751684439,31.1270981258746,0.0150900307431885,0.988425139272128,0.993798973332515,-4.63972110917294
"X.86",-0.0084056106121615,29.9473677904659,-0.0129039264060818,0.990101881319527,0.993798973332515,-4.63972413384863
"Psmb2",-0.00441603915652067,26.7006982635947,-0.0118465078044929,0.990912941625758,0.993798973332515,-4.63972542738649
"Eea1",-0.00410222836595864,29.821004407761,-0.0112210564135505,0.991392680418877,0.993798973332515,-4.63972614048142
"Hrg",0.00267676788310922,32.7802271955061,0.00797902036936974,0.993879470803477,0.993879470803477,-4.63972921712999
