"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X.14",-1.52337374977063,31.6729679469812,-1.65317649061322,0.146830286290046,0.606409082377889,-4.54416770961295
"F10",-0.443734165721295,30.8748256943499,-1.6384436261388,0.149893411617398,0.612930485128568,-4.54537366014245
"X.76",1.59660091055808,27.0547815584688,1.60926886928596,0.156139247498145,0.624371415265193,-4.54776657220074
"LOC299282",-0.54274906993399,33.2612357298572,-1.60364710080842,0.15737076788458,0.624371415265193,-4.54822833313731
"Tfrc",-1.66356802875309,28.0369704280172,-1.60348620886484,0.157406148118653,0.624371415265193,-4.54824155138827
"X.41",-0.485175969687866,29.2003644764158,-1.59745207840056,0.158738495406405,0.624371415265193,-4.54873740512538
"Fgl2",-0.575530188447022,30.7540673116556,-1.58391170824761,0.161767062373079,0.630281101510206,-4.54985084433311
"Apon",-0.617840319465429,27.1106460154343,-1.57660590711175,0.163423667827735,0.63078481133509,-4.55045201284016
"C1s",0.404604102670795,32.9129539736656,1.56151927027716,0.1668951743581,0.631682506805354,-4.55169423720698
"X.21",0.934737250500774,28.6639578864155,1.55970577959576,0.167317094141846,0.631682506805354,-4.55184362520408
"Ctsj",-0.993810352369458,26.6725636288207,-1.55573362164328,0.168244735468738,0.631682506805354,-4.55217088114017
"Actb",-0.63651405855623,32.5753194079006,-1.52831704224859,0.174779815479439,0.640757915099395,-4.55443113076442
"Apom",0.501225482802937,30.3140684737378,1.52146825183432,0.17644885851849,0.640757915099395,-4.55499607443318
"Pros1",-0.795956029733357,27.4356605559637,-1.51788249837272,0.177328603489034,0.640757915099395,-4.5552918954223
"Myl6",-0.801849690201063,25.7664314234893,-1.5156949552677,0.177867305168575,0.640757915099395,-4.5554723772405
"X.38",-1.48260962633166,27.3718650121583,-1.51345990966922,0.178419274180219,0.640757915099395,-4.55565678671055
"Tln1",-0.876370085483558,30.4064846461325,-1.50161517244236,0.181371081381745,0.645743591471213,-4.55663419281557
"X.91",0.515427830881805,28.3690727457472,1.4712302686654,0.189151020693518,0.662684017832782,-4.55914189111952
"X.45",-0.494691341136484,28.8957655858958,-1.4705131747879,0.189338290809366,0.662684017832782,-4.55920107153364
